cycle_id,timestamp,total_adrs,pending,accepted,rejected,adoption_rate
71,2025-11-03T19:05:36.161Z,0,0,0,0,0.0000
81,2025-11-03T19:07:16.192Z,0,0,0,0,0.0000
91,2025-11-03T19:08:56.215Z,0,0,0,0,0.0000
2,2025-11-03T19:10:53.367Z,0,0,0,0,0.0000
12,2025-11-03T19:12:33.403Z,0,0,0,0,0.0000
22,2025-11-03T19:14:13.430Z,0,0,0,0,0.0000
32,2025-11-03T19:15:53.469Z,0,0,0,0,0.0000
42,2025-11-03T19:17:33.494Z,0,0,0,0,0.0000
52,2025-11-03T19:19:13.535Z,0,0,0,0,0.0000
62,2025-11-03T19:20:53.576Z,0,0,0,0,0.0000
6,2025-11-03T19:22:43.781Z,0,0,0,0,0.0000
16,2025-11-03T19:24:23.809Z,0,0,0,0,0.0000
26,2025-11-03T19:26:03.836Z,0,0,0,0,0.0000
36,2025-11-03T19:27:43.873Z,0,0,0,0,0.0000
6,2025-11-03T19:30:00.121Z,0,0,0,0,0.0000
16,2025-11-03T19:31:40.151Z,0,0,0,0,0.0000
26,2025-11-03T19:33:20.173Z,0,0,0,0,0.0000
36,2025-11-03T19:35:00.189Z,0,0,0,0,0.0000
3,2025-11-03T19:36:59.345Z,0,0,0,0,0.0000
13,2025-11-03T19:38:39.361Z,0,0,0,0,0.0000
4,2025-11-03T19:40:33.820Z,0,0,0,0,0.0000
14,2025-11-03T19:42:13.853Z,0,0,0,0,0.0000
24,2025-11-03T19:43:53.870Z,0,0,0,0,0.0000
10,2025-11-03T19:45:51.849Z,0,0,0,0,0.0000
20,2025-11-03T19:47:31.885Z,0,0,0,0,0.0000
30,2025-11-03T19:49:11.913Z,0,0,0,0,0.0000
40,2025-11-03T19:50:51.944Z,0,0,0,0,0.0000
50,2025-11-03T19:52:31.993Z,0,0,0,0,0.0000
60,2025-11-03T19:54:12.059Z,0,0,0,0,0.0000
70,2025-11-03T19:55:52.095Z,0,0,0,0,0.0000
80,2025-11-03T19:57:32.142Z,0,0,0,0,0.0000
90,2025-11-03T19:59:12.209Z,0,0,0,0,0.0000
100,2025-11-03T20:00:52.250Z,0,0,0,0,0.0000
110,2025-11-03T20:02:32.307Z,0,0,0,0,0.0000
120,2025-11-03T20:04:12.350Z,0,0,0,0,0.0000
130,2025-11-03T20:05:52.422Z,0,0,0,0,0.0000
140,2025-11-03T20:24:26.584Z,0,0,0,0,0.0000
150,2025-11-03T20:26:06.618Z,0,0,0,0,0.0000
160,2025-11-03T21:09:30.809Z,0,0,0,0,0.0000
170,2025-11-03T21:11:10.825Z,0,0,0,0,0.0000
180,2025-11-03T21:12:50.840Z,0,0,0,0,0.0000
190,2025-11-03T21:14:30.869Z,0,0,0,0,0.0000
200,2025-11-03T21:16:10.902Z,0,0,0,0,0.0000
7,2025-11-03T21:18:10.692Z,0,0,0,0,0.0000
17,2025-11-03T21:19:50.730Z,0,0,0,0,0.0000
27,2025-11-03T21:21:30.769Z,0,0,0,0,0.0000
4,2025-11-03T21:23:29.685Z,0,0,0,0,0.0000
14,2025-11-03T21:25:09.710Z,0,0,0,0,0.0000
24,2025-11-03T21:26:49.734Z,0,0,0,0,0.0000
34,2025-11-03T21:28:29.770Z,0,0,0,0,0.0000
44,2025-11-03T21:30:09.801Z,0,0,0,0,0.0000
54,2025-11-03T21:31:49.840Z,0,0,0,0,0.0000
64,2025-11-03T21:33:29.875Z,0,0,0,0,0.0000
74,2025-11-03T21:35:09.909Z,0,0,0,0,0.0000
84,2025-11-03T21:36:49.942Z,0,0,0,0,0.0000
94,2025-11-03T21:38:29.975Z,0,0,0,0,0.0000
104,2025-11-03T21:40:10.005Z,0,0,0,0,0.0000
114,2025-11-03T21:41:50.042Z,0,0,0,0,0.0000
124,2025-11-03T21:43:30.058Z,0,0,0,0,0.0000
134,2025-11-03T21:45:10.093Z,0,0,0,0,0.0000
144,2025-11-03T21:46:50.119Z,0,0,0,0,0.0000
154,2025-11-03T21:48:30.160Z,0,0,0,0,0.0000
164,2025-11-03T21:50:10.173Z,0,0,0,0,0.0000
174,2025-11-03T21:51:50.193Z,0,0,0,0,0.0000
184,2025-11-03T21:53:30.216Z,0,0,0,0,0.0000
194,2025-11-03T21:55:10.246Z,0,0,0,0,0.0000
204,2025-11-03T21:56:50.259Z,0,0,0,0,0.0000
214,2025-11-03T21:58:30.284Z,0,0,0,0,0.0000
224,2025-11-03T22:00:10.287Z,0,0,0,0,0.0000
234,2025-11-03T22:01:50.318Z,0,0,0,0,0.0000
244,2025-11-03T22:03:30.347Z,0,0,0,0,0.0000
254,2025-11-03T22:05:10.381Z,0,0,0,0,0.0000
264,2025-11-03T22:06:50.414Z,0,0,0,0,0.0000
274,2025-11-03T22:08:30.439Z,0,0,0,0,0.0000
284,2025-11-03T22:10:10.477Z,0,0,0,0,0.0000
294,2025-11-03T22:11:50.513Z,0,0,0,0,0.0000
304,2025-11-03T22:13:30.544Z,0,0,0,0,0.0000
314,2025-11-03T22:15:10.579Z,0,0,0,0,0.0000
324,2025-11-03T22:16:50.609Z,0,0,0,0,0.0000
334,2025-11-03T22:18:30.606Z,0,0,0,0,0.0000
344,2025-11-03T22:20:10.645Z,0,0,0,0,0.0000
354,2025-11-03T22:21:50.679Z,0,0,0,0,0.0000
364,2025-11-03T22:23:30.714Z,0,0,0,0,0.0000
374,2025-11-03T22:25:10.746Z,0,0,0,0,0.0000
384,2025-11-03T22:26:50.771Z,0,0,0,0,0.0000
394,2025-11-03T22:28:30.803Z,0,0,0,0,0.0000
404,2025-11-03T22:30:10.833Z,0,0,0,0,0.0000
414,2025-11-03T22:31:50.855Z,0,0,0,0,0.0000
424,2025-11-03T22:33:30.878Z,0,0,0,0,0.0000
434,2025-11-03T22:35:10.902Z,0,0,0,0,0.0000
444,2025-11-03T22:36:50.924Z,0,0,0,0,0.0000
454,2025-11-03T22:38:30.947Z,0,0,0,0,0.0000
464,2025-11-03T22:40:10.978Z,0,0,0,0,0.0000
474,2025-11-03T22:41:51.001Z,0,0,0,0,0.0000
484,2025-11-03T22:43:31.028Z,0,0,0,0,0.0000
494,2025-11-03T22:45:11.058Z,0,0,0,0,0.0000
504,2025-11-03T22:46:51.082Z,0,0,0,0,0.0000
514,2025-11-03T22:48:31.103Z,0,0,0,0,0.0000
524,2025-11-03T22:50:11.127Z,0,0,0,0,0.0000
534,2025-11-03T22:51:51.144Z,0,0,0,0,0.0000
544,2025-11-03T22:53:31.233Z,0,0,0,0,0.0000
554,2025-11-03T22:55:11.259Z,0,0,0,0,0.0000
564,2025-11-03T22:56:51.285Z,0,0,0,0,0.0000
574,2025-11-03T22:58:31.312Z,0,0,0,0,0.0000
584,2025-11-03T23:00:11.339Z,0,0,0,0,0.0000
594,2025-11-03T23:01:51.367Z,0,0,0,0,0.0000
604,2025-11-03T23:03:31.393Z,0,0,0,0,0.0000
614,2025-11-03T23:05:11.438Z,0,0,0,0,0.0000
624,2025-11-03T23:06:51.480Z,0,0,0,0,0.0000
634,2025-11-03T23:08:31.500Z,0,0,0,0,0.0000
644,2025-11-03T23:10:11.510Z,0,0,0,0,0.0000
654,2025-11-03T23:11:51.536Z,0,0,0,0,0.0000
664,2025-11-03T23:13:31.574Z,0,0,0,0,0.0000
674,2025-11-03T23:15:11.588Z,0,0,0,0,0.0000
684,2025-11-03T23:16:51.622Z,0,0,0,0,0.0000
694,2025-11-03T23:18:31.664Z,0,0,0,0,0.0000
704,2025-11-03T23:20:11.686Z,0,0,0,0,0.0000
714,2025-11-03T23:21:51.700Z,0,0,0,0,0.0000
724,2025-11-03T23:23:31.725Z,0,0,0,0,0.0000
734,2025-11-03T23:25:11.758Z,0,0,0,0,0.0000
744,2025-11-03T23:26:51.808Z,0,0,0,0,0.0000
754,2025-11-03T23:28:31.835Z,0,0,0,0,0.0000
764,2025-11-03T23:30:11.864Z,0,0,0,0,0.0000
774,2025-11-03T23:31:51.888Z,0,0,0,0,0.0000
784,2025-11-03T23:33:31.921Z,0,0,0,0,0.0000
794,2025-11-03T23:35:11.949Z,0,0,0,0,0.0000
804,2025-11-03T23:36:52.009Z,0,0,0,0,0.0000
814,2025-11-03T23:38:32.814Z,0,0,0,0,0.0000
824,2025-11-03T23:40:16.084Z,0,0,0,0,0.0000
834,2025-11-03T23:41:57.096Z,0,0,0,0,0.0000
844,2025-11-03T23:43:37.123Z,0,0,0,0,0.0000
854,2025-11-03T23:45:17.143Z,0,0,0,0,0.0000
864,2025-11-03T23:46:57.163Z,0,0,0,0,0.0000
874,2025-11-03T23:48:37.150Z,0,0,0,0,0.0000
884,2025-11-03T23:50:17.172Z,0,0,0,0,0.0000
894,2025-11-03T23:51:57.199Z,0,0,0,0,0.0000
904,2025-11-03T23:53:37.236Z,0,0,0,0,0.0000
914,2025-11-03T23:55:17.266Z,0,0,0,0,0.0000
924,2025-11-03T23:56:57.299Z,0,0,0,0,0.0000
934,2025-11-03T23:58:37.326Z,0,0,0,0,0.0000
944,2025-11-04T00:00:17.369Z,0,0,0,0,0.0000
954,2025-11-04T00:01:57.403Z,0,0,0,0,0.0000
964,2025-11-04T00:03:37.432Z,0,0,0,0,0.0000
974,2025-11-04T00:05:17.460Z,0,0,0,0,0.0000
984,2025-11-04T00:06:57.489Z,0,0,0,0,0.0000
994,2025-11-04T00:08:37.528Z,0,0,0,0,0.0000
1004,2025-11-04T00:10:17.565Z,0,0,0,0,0.0000
1014,2025-11-04T00:11:57.595Z,0,0,0,0,0.0000
1024,2025-11-04T00:13:37.628Z,0,0,0,0,0.0000
1034,2025-11-04T00:15:17.657Z,0,0,0,0,0.0000
1044,2025-11-04T00:16:57.687Z,0,0,0,0,0.0000
1054,2025-11-04T00:18:37.727Z,0,0,0,0,0.0000
1064,2025-11-04T00:20:17.761Z,0,0,0,0,0.0000
1074,2025-11-04T00:21:57.788Z,0,0,0,0,0.0000
1084,2025-11-04T00:23:37.832Z,0,0,0,0,0.0000
1094,2025-11-04T00:25:17.844Z,0,0,0,0,0.0000
1104,2025-11-04T00:26:57.868Z,0,0,0,0,0.0000
1114,2025-11-04T00:28:37.886Z,0,0,0,0,0.0000
1124,2025-11-04T00:30:17.907Z,0,0,0,0,0.0000
1134,2025-11-04T00:31:57.937Z,0,0,0,0,0.0000
1144,2025-11-04T00:33:37.969Z,0,0,0,0,0.0000
1154,2025-11-04T00:35:18.004Z,0,0,0,0,0.0000
1164,2025-11-04T00:36:58.037Z,0,0,0,0,0.0000
1174,2025-11-04T00:38:38.063Z,0,0,0,0,0.0000
1184,2025-11-04T00:40:18.095Z,0,0,0,0,0.0000
1194,2025-11-04T00:41:58.139Z,0,0,0,0,0.0000
1204,2025-11-04T00:43:38.169Z,0,0,0,0,0.0000
1214,2025-11-04T00:45:18.199Z,0,0,0,0,0.0000
1224,2025-11-04T00:46:58.235Z,0,0,0,0,0.0000
1234,2025-11-04T00:48:38.260Z,0,0,0,0,0.0000
1244,2025-11-04T00:50:18.292Z,0,0,0,0,0.0000
1254,2025-11-04T00:51:58.325Z,0,0,0,0,0.0000
1264,2025-11-04T00:53:38.399Z,0,0,0,0,0.0000
1274,2025-11-04T00:55:18.436Z,0,0,0,0,0.0000
1284,2025-11-04T00:56:58.469Z,0,0,0,0,0.0000
1294,2025-11-04T00:58:38.530Z,0,0,0,0,0.0000
1304,2025-11-04T01:00:18.596Z,0,0,0,0,0.0000
1314,2025-11-04T01:01:58.660Z,0,0,0,0,0.0000
1324,2025-11-04T01:04:04.217Z,0,0,0,0,0.0000
1334,2025-11-04T01:13:12.172Z,0,0,0,0,0.0000
1344,2025-11-04T01:33:09.719Z,0,0,0,0,0.0000
1354,2025-11-04T01:50:49.720Z,0,0,0,0,0.0000
1364,2025-11-04T02:04:10.780Z,0,0,0,0,0.0000
1374,2025-11-04T02:28:56.784Z,0,0,0,0,0.0000
1384,2025-11-04T02:30:36.773Z,0,0,0,0,0.0000
1394,2025-11-04T02:32:16.865Z,0,0,0,0,0.0000
1404,2025-11-04T02:49:39.722Z,0,0,0,0,0.0000
1414,2025-11-04T02:51:19.799Z,0,0,0,0,0.0000
1424,2025-11-04T02:59:08.714Z,0,0,0,0,0.0000
1434,2025-11-04T03:00:48.784Z,0,0,0,0,0.0000
1444,2025-11-04T03:02:28.856Z,0,0,0,0,0.0000
1454,2025-11-04T03:13:49.666Z,0,0,0,0,0.0000
1464,2025-11-04T03:15:29.744Z,0,0,0,0,0.0000
1474,2025-11-04T03:32:15.679Z,0,0,0,0,0.0000
1484,2025-11-04T03:33:55.758Z,0,0,0,0,0.0000
1494,2025-11-04T03:35:35.827Z,0,0,0,0,0.0000
1504,2025-11-04T03:37:15.898Z,0,0,0,0,0.0000
1514,2025-11-04T03:38:55.955Z,0,0,0,0,0.0000
1524,2025-11-04T03:40:36.021Z,0,0,0,0,0.0000
1534,2025-11-04T03:42:16.113Z,0,0,0,0,0.0000
1544,2025-11-04T03:43:56.195Z,0,0,0,0,0.0000
1554,2025-11-04T03:45:36.263Z,0,0,0,0,0.0000
1564,2025-11-04T03:47:16.326Z,0,0,0,0,0.0000
1574,2025-11-04T03:48:56.387Z,0,0,0,0,0.0000
1584,2025-11-04T03:50:36.467Z,0,0,0,0,0.0000
1594,2025-11-04T03:52:16.548Z,0,0,0,0,0.0000
1604,2025-11-04T03:53:56.626Z,0,0,0,0,0.0000
1614,2025-11-04T03:55:36.697Z,0,0,0,0,0.0000
1624,2025-11-04T03:57:16.770Z,0,0,0,0,0.0000
1634,2025-11-04T03:58:56.865Z,0,0,0,0,0.0000
1644,2025-11-04T04:12:36.929Z,0,0,0,0,0.0000
1654,2025-11-04T04:14:17.022Z,0,0,0,0,0.0000
1664,2025-11-04T04:15:57.100Z,0,0,0,0,0.0000
1674,2025-11-04T04:33:23.644Z,0,0,0,0,0.0000
1684,2025-11-04T04:35:03.728Z,0,0,0,0,0.0000
1694,2025-11-04T04:52:18.621Z,0,0,0,0,0.0000
1704,2025-11-04T05:00:58.784Z,0,0,0,0,0.0000
1714,2025-11-04T05:02:38.851Z,0,0,0,0,0.0000
1724,2025-11-04T05:04:18.894Z,0,0,0,0,0.0000
1734,2025-11-04T05:05:58.958Z,0,0,0,0,0.0000
1744,2025-11-04T05:07:39.016Z,0,0,0,0,0.0000
1754,2025-11-04T05:28:38.790Z,0,0,0,0,0.0000
1764,2025-11-04T05:30:18.684Z,0,0,0,0,0.0000
1774,2025-11-04T05:31:58.755Z,0,0,0,0,0.0000
1784,2025-11-04T05:50:33.666Z,0,0,0,0,0.0000
1794,2025-11-04T05:52:13.753Z,0,0,0,0,0.0000
1804,2025-11-04T05:53:53.840Z,0,0,0,0,0.0000
1814,2025-11-04T05:55:33.913Z,0,0,0,0,0.0000
1824,2025-11-04T06:01:08.623Z,0,0,0,0,0.0000
1834,2025-11-04T06:02:48.703Z,0,0,0,0,0.0000
1844,2025-11-04T06:12:12.273Z,0,0,0,0,0.0000
1854,2025-11-04T06:13:52.369Z,0,0,0,0,0.0000
1864,2025-11-04T06:15:32.443Z,0,0,0,0,0.0000
1874,2025-11-04T06:34:28.722Z,0,0,0,0,0.0000
1884,2025-11-04T06:36:08.783Z,0,0,0,0,0.0000
1894,2025-11-04T06:53:29.674Z,0,0,0,0,0.0000
1904,2025-11-04T06:55:09.743Z,0,0,0,0,0.0000
1914,2025-11-04T07:02:18.675Z,0,0,0,0,0.0000
1924,2025-11-04T07:03:58.718Z,0,0,0,0,0.0000
1934,2025-11-04T07:05:38.792Z,0,0,0,0,0.0000
1944,2025-11-04T07:13:22.917Z,0,0,0,0,0.0000
1954,2025-11-04T07:15:02.995Z,0,0,0,0,0.0000
1964,2025-11-04T07:18:13.921Z,0,0,0,0,0.0000
1974,2025-11-04T07:19:53.981Z,0,0,0,0,0.0000
1984,2025-11-04T07:36:54.651Z,0,0,0,0,0.0000
1994,2025-11-04T07:38:34.698Z,0,0,0,0,0.0000
2004,2025-11-04T07:40:14.748Z,0,0,0,0,0.0000
2014,2025-11-04T07:53:22.249Z,0,0,0,0,0.0000
2024,2025-11-04T07:55:02.290Z,0,0,0,0,0.0000
2034,2025-11-04T07:56:42.326Z,0,0,0,0,0.0000
2044,2025-11-04T07:58:22.358Z,0,0,0,0,0.0000
2054,2025-11-04T08:00:02.392Z,0,0,0,0,0.0000
2064,2025-11-04T08:01:42.417Z,0,0,0,0,0.0000
2074,2025-11-04T08:03:22.465Z,0,0,0,0,0.0000
2084,2025-11-04T08:05:02.490Z,0,0,0,0,0.0000
2094,2025-11-04T08:06:42.516Z,0,0,0,0,0.0000
2104,2025-11-04T08:08:22.548Z,0,0,0,0,0.0000
2114,2025-11-04T08:10:02.577Z,0,0,0,0,0.0000
2124,2025-11-04T08:11:42.614Z,0,0,0,0,0.0000
2134,2025-11-04T08:13:22.653Z,0,0,0,0,0.0000
2144,2025-11-04T08:15:02.683Z,0,0,0,0,0.0000
2154,2025-11-04T08:16:42.709Z,0,0,0,0,0.0000
2164,2025-11-04T08:18:22.741Z,0,0,0,0,0.0000
2174,2025-11-04T08:20:02.777Z,0,0,0,0,0.0000
2184,2025-11-04T08:21:42.812Z,0,0,0,0,0.0000
2194,2025-11-04T08:23:22.836Z,0,0,0,0,0.0000
2204,2025-11-04T08:25:02.874Z,0,0,0,0,0.0000
2214,2025-11-04T08:26:42.904Z,0,0,0,0,0.0000
2224,2025-11-04T08:28:22.929Z,0,0,0,0,0.0000
2234,2025-11-04T08:30:02.968Z,0,0,0,0,0.0000
2244,2025-11-04T08:31:43.001Z,0,0,0,0,0.0000
2254,2025-11-04T08:33:23.013Z,0,0,0,0,0.0000
2264,2025-11-04T08:35:03.057Z,0,0,0,0,0.0000
2274,2025-11-04T08:36:43.087Z,0,0,0,0,0.0000
2284,2025-11-04T08:38:23.116Z,0,0,0,0,0.0000
2294,2025-11-04T08:40:03.142Z,0,0,0,0,0.0000
2304,2025-11-04T08:41:43.172Z,0,0,0,0,0.0000
2314,2025-11-04T08:43:23.207Z,0,0,0,0,0.0000
2324,2025-11-04T08:45:03.250Z,0,0,0,0,0.0000
2334,2025-11-04T08:46:43.297Z,0,0,0,0,0.0000
2344,2025-11-04T08:48:23.330Z,0,0,0,0,0.0000
2354,2025-11-04T08:50:03.352Z,0,0,0,0,0.0000
2364,2025-11-04T08:51:43.390Z,0,0,0,0,0.0000
2374,2025-11-04T08:53:23.429Z,0,0,0,0,0.0000
2384,2025-11-04T08:55:03.508Z,0,0,0,0,0.0000
2394,2025-11-04T08:56:43.551Z,0,0,0,0,0.0000
2404,2025-11-04T08:58:23.579Z,0,0,0,0,0.0000
2414,2025-11-04T09:00:03.663Z,0,0,0,0,0.0000
2424,2025-11-04T09:01:43.688Z,0,0,0,0,0.0000
2434,2025-11-04T09:03:23.725Z,0,0,0,0,0.0000
2444,2025-11-04T09:05:03.760Z,0,0,0,0,0.0000
2454,2025-11-04T09:06:43.797Z,0,0,0,0,0.0000
2464,2025-11-04T09:08:23.822Z,0,0,0,0,0.0000
2474,2025-11-04T09:10:03.852Z,0,0,0,0,0.0000
2484,2025-11-04T09:11:43.898Z,0,0,0,0,0.0000
2494,2025-11-04T09:13:23.934Z,0,0,0,0,0.0000
2504,2025-11-04T09:15:03.964Z,0,0,0,0,0.0000
2514,2025-11-04T09:16:43.991Z,0,0,0,0,0.0000
2524,2025-11-04T09:18:24.017Z,0,0,0,0,0.0000
2534,2025-11-04T09:20:04.046Z,0,0,0,0,0.0000
2544,2025-11-04T09:21:44.080Z,0,0,0,0,0.0000
2554,2025-11-04T09:23:24.111Z,0,0,0,0,0.0000
2564,2025-11-04T09:25:04.135Z,0,0,0,0,0.0000
2574,2025-11-04T09:26:44.164Z,0,0,0,0,0.0000
2584,2025-11-04T09:28:24.203Z,0,0,0,0,0.0000
2594,2025-11-04T09:30:04.245Z,0,0,0,0,0.0000
2604,2025-11-04T09:31:44.283Z,0,0,0,0,0.0000
2614,2025-11-04T09:33:24.306Z,0,0,0,0,0.0000
2624,2025-11-04T09:35:04.331Z,0,0,0,0,0.0000
2634,2025-11-04T09:36:44.364Z,0,0,0,0,0.0000
2644,2025-11-04T09:38:24.408Z,0,0,0,0,0.0000
2654,2025-11-04T09:40:04.444Z,0,0,0,0,0.0000
2664,2025-11-04T09:41:44.474Z,0,0,0,0,0.0000
2674,2025-11-04T09:43:24.509Z,0,0,0,0,0.0000
2684,2025-11-04T09:45:04.529Z,0,0,0,0,0.0000
2694,2025-11-04T09:46:44.578Z,0,0,0,0,0.0000
2704,2025-11-04T09:48:24.610Z,0,0,0,0,0.0000
2714,2025-11-04T09:50:04.649Z,0,0,0,0,0.0000
2724,2025-11-04T09:51:44.674Z,0,0,0,0,0.0000
2734,2025-11-04T09:53:24.712Z,0,0,0,0,0.0000
2744,2025-11-04T09:55:04.750Z,0,0,0,0,0.0000
2754,2025-11-04T09:56:44.831Z,0,0,0,0,0.0000
2764,2025-11-04T09:58:24.863Z,0,0,0,0,0.0000
2774,2025-11-04T10:00:04.887Z,0,0,0,0,0.0000
2784,2025-11-04T10:01:44.930Z,0,0,0,0,0.0000
2794,2025-11-04T10:03:25.016Z,0,0,0,0,0.0000
2804,2025-11-04T10:05:05.053Z,0,0,0,0,0.0000
2814,2025-11-04T10:06:45.080Z,0,0,0,0,0.0000
2824,2025-11-04T10:08:25.118Z,0,0,0,0,0.0000
2834,2025-11-04T10:10:05.140Z,0,0,0,0,0.0000
2844,2025-11-04T10:11:45.171Z,0,0,0,0,0.0000
2854,2025-11-04T10:13:25.208Z,0,0,0,0,0.0000
2864,2025-11-04T10:15:05.227Z,0,0,0,0,0.0000
2874,2025-11-04T10:16:45.262Z,0,0,0,0,0.0000
2884,2025-11-04T10:18:25.292Z,0,0,0,0,0.0000
9,2025-11-10T10:27:06.043Z,0,0,0,0,0.0000
19,2025-11-10T10:28:46.056Z,0,0,0,0,0.0000
29,2025-11-10T10:30:26.064Z,0,0,0,0,0.0000
39,2025-11-10T10:32:06.088Z,0,0,0,0,0.0000
49,2025-11-10T10:33:46.101Z,0,0,0,0,0.0000
59,2025-11-10T10:35:26.107Z,0,0,0,0,0.0000
69,2025-11-10T10:37:06.119Z,0,0,0,0,0.0000
79,2025-11-10T10:38:46.138Z,0,0,0,0,0.0000
89,2025-11-10T10:40:26.156Z,0,0,0,0,0.0000
99,2025-11-10T10:42:06.178Z,0,0,0,0,0.0000
109,2025-11-10T10:43:46.191Z,0,0,0,0,0.0000
119,2025-11-10T10:45:26.232Z,0,0,0,0,0.0000
129,2025-11-10T10:47:06.243Z,0,0,0,0,0.0000
139,2025-11-10T10:48:46.269Z,0,0,0,0,0.0000
149,2025-11-10T10:50:26.286Z,0,0,0,0,0.0000
159,2025-11-10T10:52:06.305Z,0,0,0,0,0.0000
169,2025-11-10T10:53:46.319Z,0,0,0,0,0.0000
179,2025-11-10T10:55:26.336Z,0,0,0,0,0.0000
189,2025-11-10T10:57:06.352Z,0,0,0,0,0.0000
199,2025-11-10T10:58:46.358Z,0,0,0,0,0.0000
209,2025-11-10T11:00:26.371Z,0,0,0,0,0.0000
219,2025-11-10T11:02:06.392Z,0,0,0,0,0.0000
229,2025-11-10T11:03:46.410Z,0,0,0,0,0.0000
239,2025-11-10T11:05:26.422Z,0,0,0,0,0.0000
249,2025-11-10T11:07:06.436Z,0,0,0,0,0.0000
